,Lyrics,label,y,total_score,pos_neg
152,귀여워 귀여워 웃을 귀여워 귀여운 나만의 연인 그대 멋있어 멋있어 멋있어서 가슴이 콩닥콩닥 뛰는 두려워 두려워 두 눈빛 빠져 버릴 거 같아 요즘 수영 배워 섹시해 섹시해 쇄골뼈 키스해 주고 싶은 마음 둘만의 기념일 둘만의 냉장고 둘만의 사진들 비밀 거리 속삭임 와인 잔 커플룩 추억 얘기 이런저런 시시콜콜 반짝반짝 길들여진 이래저래 알퐁달퐁 샤방샤방 익숙해진 우릴 맞이했던 해변가에 옛 유행 노랠 흥얼거려 우릴 축하했던 바람 소리가 우릴 고조시켜 긴장돼 긴장돼 모습들 그을린 구릿 피부 품에 안겨 샤방해 샤방해 목소리 컬러링으로 담고 싶은 이맘 기념일 냉장고 사진들 비밀 거리 속삭임 와인 잔 커플룩 추억 얘기 이런저런 시시콜콜 반짝반짝 길들여진 이래저래 알퐁달퐁 샤방샤방 익숙해진 맞이했던 해변가에 옛 유행 개그를 하며 축하했던 바닷소리가 고조시켜 라라라 라라라 기다릴게 달려와줘 달려갈게 기다려줘,0,1,0.556,1
153,매일 레몬티처럼 달콤한 입술 너에게만 주는 선물 모르게 품 안에서 너와 하고 싶어도 언제까지 아침 햇살 가득한 오늘 만날 생각에 눈 뜨고 오마이 예쁘다던 옷 입고네 앞에 그려 너와 걷는 길에 발걸음 맞추다가 다가와네 눈빛에 마법에 취해 입술에 살짝 레몬티처럼 달콤한 입술 너에게만 주는 선물 모르게 품 안에서 너와 하고 싶어온 언제가 지난 자기야 여자가 되고 싶어 그늘 안에 숨긴 모든 멈추어 버린 순간 오마이 불 밝게 비추는 햇살도 환하게 웃어 향하고 시원한 바람에 실어 실어나의 미소에 실어 다가와 사랑을 느끼면서 둘만의 특별한 키스 레몬티처럼 달콤한 입술 너에게만 주는 선물 모르게 품 안에서 하고 싶어온 언제까지 위에 작은 떨림 부드러운 햇살 느낌 가슴속 깊이 사랑이 꿈결처럼 다가와 매일 싶어도 언제까지 매일 사랑 네게만 주고 싶어 언제나 곁에서 이렇게 영원히 사랑 꿈속에서도 싶어 영원히 아기가 되고 여자가 되고,0,1,0.5,1
154,사랑해요 저절로 네게 눈이 입은 옷 무늬가 눈에 띄는 것도 아닌데 온종일 일을 하고 중에도 사람 괜찮단 말이야 행동 하나하나에 들렸다 놓였다 이리 자주 웃는 사람이 아닌데 돌아보면 당한 것도 많아 모든 하나하나 싫지만은 않아 사랑해요 사랑해요 보는 날이면 둘만 만나는 날이 아닌데도 너에게만 잘 보이려고 막 보는 날이면 둘만 만나는 날이 아닌데도 막 설레고 그런다니깐요 행동 하나하나에 들렸다 놓였다 이리 자주 웃는 사람이 아닌데 돌아 보면 받은 많아서 포기할 수 없었어요 써요 나만 마시는 사랑이 넘쳐요 그대 잔에 따라주고 싶은데 당신을 사랑한다 고 말 하기를 기다리고 있습니다 보는 날이면 둘만 만나는 날이 아닌데도 너에게만 잘 보이려고 막 설레고 그런다니깐요 사랑해 사랑해 사랑해 설레고 그런다니깐요,0,1,0.533,1
155,라 랄라라 너에겐 모든 말해주고만 싶어져 어릴 적 얘기와 지금의 생활들 품에 기대어 깊은 밤을 지날 기차를 타고 태양이 뜨는 바다에 갈 너에게 주고 싶은 세 가지 빛바랜 일기장 작은 얘기까지 말하고 싶은 너에게 주고 싶은 세 가지 바다로 가는 기차표 수줍게 전해 주고픈 생일 첫 키스 가끔 보는 맑은 눈이 말해 볼에 입 맞추고픈 마음을 네게는 무엇도 부끄러울 것이 없어 다가올 생일에 키스할 너에게 주고 세 가지 빛바랜 일기장 작은 얘기까지 말하고 바다로 가는 기차표 수줍게 전해주고픈 생일 첫 키스 빛바랜 일기장 작은 얘기까지 말하고 바다로 가는 기차표 수줍게 전해 주고픈 생일 첫 키스,0,1,0.667,1
156,아침에 눈을 뜨면 제일 먼저 생각이 생각이 얼굴이 생각이 거울을 바라보니 못생겼네 못생겼어 갖기엔 못생겼어 쿵쿵 대는 가슴이 말해 소릴 들어봐 살며시 라라라 멋진 음악 같아 아름다워하나 넷너무 많은 하늘땅만큼 사랑해 라라라 말해볼게 지켜줄게 달달한 솜사탕이네 맘처럼 구름 같아 구름 같아 맘처럼 구름 같아내 가슴 왼쪽에는 하루 종일 잠잘 때도 워쿵쿵쿵 대는 가슴이 말해 소릴 들어봐 살며시 라라라 멋진 음악 아름다워 넷너무 많은 하늘땅만큼 사랑해 말해볼게 지켜줄게 꼭 안아줄게 평생을 바쳐서 너만을 사랑할게 워쿵쿵쿵 대는 가슴이 말해 하늘땅만큼 사랑해 말해볼게 지켜줄게 음 음 음 평생 사랑할게,0,1,0.583,1
157,보다가도 웃어 샤워를 하다가도 웃어 도대체 나에게 짓을 한 거니 온종일 웃는 병에 걸렸어 하늘이 저렇게 예뻤니 햇살이 저렇게 좋았니 대체 나에게 도대체 나에게 짓을 한 거니 사랑이란 원래 거니 영화배우입니다 저만치서 보이면 세상은 영화 속 같아 어쩜 그렇게도 환하게 웃을까느린처럼 멋지게 노래 스타입니가 다니가 불러주는 이름 듣기 좋은 노래 항상 이렇게 사랑해줘 너보다 많이 예뻐할 게나 혹시나 영화의 주인공이라 고민할 만큼 행복에 웃어내가 이리 행복에 겨워도 되는 걸까 상관없어 일단은 너와 함께니까 어색할 때마다 늘 씽긋 쑥스러울 때마다 찡긋 대체 어디서 어디서 예쁜 짓을 배웠니 남자들 원래 너처럼 귀엽니 스타입니다 하루 종일 너와 있으면 세상은 속 같아 때론 드라마처럼 로맨틱한 너와 코미디처럼 즐거운 라디오 스타입니가 다니가 들려주는 얘기 들참 듣기 좋은 노래 항상 이렇게 사랑해줘 너보다 많이 예뻐할게 잘 생각이 않다 알기 전에 어땠는지긴 일요일 오후엔 무얼 했는지 잠 안 오는 밤엔 무얼 떠올렸는지나 자고 깨고 웃나 영화배우입니다 저만치서 보이면 세상은 영화 속 같아 어쩜 그렇게도 환하게 웃을까느린처럼 멋지게 스타입니가 다니가 불러주는 이름 듣기 좋은 항상 이렇게 사랑해줘 너보다 많이 예뻐할게,0,1,0.4,0
158,입안에서 바람 맛이 달콤한 아침 새하얀 이불 위로 닿는 햇살이 설레는 전화 벨 소리 그대인 가요 설탕 한 스푼 담긴 소리 안녕 안녕 봄이 와이 거리 위에 봄이 가슴속에 이리 들뜨나 몰라오 팝콘 꽃잎이 높이 날아요 사랑한다 말하면 녹아요 오늘 바람이 불면 하루 종일 미치겠어 그대가 아른아른 거려서 향기로운 봄바람이 나풀거리고 두 볼에 앉은 햇살마저 완벽한 요새 하얗게 춤을 추는 꽃잎을 보며 그대와 둘이 걷다 보면 봄이 와이 거리 위에 와우리 사이에 설렘이 피어올라요 팝콘 꽃잎이 높이 날아요 사랑한다 말하면 녹아요 오늘 바람이 불면 하루 종일 미치겠어 그대가 아른아른 거려서 꿈에서 봤던 거리가 여기인가요 그대와 나란히 걷는 모든 곳이 아름다워난 있잖아요 그대를 볼 때마다 놀라 아름다울 수 없는 그대여 따사로운 봄빛에 사랑이 녹아요 살랑대는 바람에 사랑이 불어요 오늘 바람이 불면 제일 먼저 떠올라요 그대만 팝콘 꽃잎이 높이 날아요 사랑한다 말하면 하루 종일 미치겠어 그대가 아른아른 거려서 봄이죠,0,1,0.5,1
159,떨리는 맘 고마운 맘 가득히 담아서 젤 예쁜 포장 속에 전하고 싶은데 아닐 웃을 엉뚱한 상상 매일 미루는 바보 같잖게 늘 웃던 모습 맘 훔친 거 정말로 말도 안 되는데 베이비 베이비 베이비 제발 그대가 안에 너무도 깊이 들어와 보일까 수줍은 고백 살며시 다가가 작은 목소리로 가까이 너만 들리게 말해줄 답답한 미안한 전해 매일 쌓여가는 선물 전하고 싶은데 아닐 싫을 그냥 편한 친구 이상은 절대 아냐 어째 늘 웃는 모습 훔치고 싶어 정말로 들려주고 싶어 제발 그대가 안에 너무도 깊이 들어와 보일까 수줍은 고백 살며시 다가가 부드러운 눈웃음으로 맘에 스며갈 사실 너도 알 다가가지 못하는 어느샌가 나에게 다가오고 포근한 품으로 꼭 안아 줘 어울워 제발 그대가 안에 너무도 깊이 들어와 보일까 수줍은 고백 살며시 다가가 작은 목소리로 가까이 너만 들리게 말해줄 그대 소중한 사랑만으로 가득히 채워 놓고 싶은 걸요 이제는 그대의 누구도 부럽지 않을 가장 예쁜 여자친구야,0,1,0.556,1
160,안녕하세요 원더 랜드의 소녀 찾으러 갈까 뭔가 특별한 댄스 플로어에 한 단 계발을 맞춰봐 설레는 맘에 몸을 맡겨도 돼웃어 자연스럽게 빙글빙글 돌아 뭐 어때즐거워하는 있기에 서로의 곁에 기대봐 아침이 밝아 와도 오늘도 내일 도난 너와 베이비 행운의 스타입니다 웃게 한 한 사람 향해 피어난 향기로운 꽃녀 하나만 가까이 곁에 있어준다면 아기 아기 완전히 신세계 우리가 찾아낸 꿈 아껴온 가슴에 타오른 감각 아직 아직 이른 계속해 불러줄래 빛이 길 너만을 향해 까만 밤 빛을 내며 이끌어줘 수행원 하늘의 별을 너에게 수행원 행운의 단 서로 겹쳐보는 마음과 영혼 시선이 마주쳤을 비밀스레 키스를 할 누구도 부럽지 않아 하늘에 밝게 빛나는 별처럼 영원히 너만을 환하게 비출게 베이비 행운의 스타입니다 곁의 단 사람 향해 춤추는 마음은 꽃 영원토록 이렇게 나와 있어준다면 아기 완전히 신세계 너만을 이유 모를 벽에 부딪혀도 이겨낼 수 있을 분명 그때는 달라진 모습을 만나게 될 베이비 스타입니다 웃게 사람 피어난 향기로운 꽃녀 하나만 가까이 곁에 있어준다면 완전히 신세계 우리가 찾아낸 꿈 우리만의 천국 우리가 찾아낸 꿈,0,1,0.8,1
161,외로운 날들이여 안녕 마음속에 눈물들도 이제는 안녕 어제의 너는 바람을 타고 멀리 후회도 없이 미련 없이 날아가 굿바이 오오 영원히 워오오거울에 비친 모습이 슬퍼 늘 웃음 짓던 예전의 어디에 있니 파란 하늘 눈부신 별들도 위해 있잖니 안에 일은 없던 아픈 기억 버려야 할 눈물짓지 마 새로운 오늘을 맞이할 준비를 해봐 오오 외로운 날들이여 안녕 마음속에 눈물들도 이제는 어제의 너는 바람을 타고 멀리 후회도 없이 미련 날아가 굿바이 오오 영원히 워오오슬프게 내린 비는 꽃을 피우고 눈물은 예쁜 사랑을 피울 슬퍼하지 마 새로운 오늘을 맞이할 준비를 해봐 햇살 가득한 날들이여 긴 잠에서 깨워준 아침이여 오너의 유리처럼 맑은 미소가 세상을 환히 웃음 짓게 할 외로운 마음속에 눈물들도 이제는 어제의 너는 바람을 타고 멀리 후회도 미련 날아가 햇살 가득한 긴 잠에서 깨워준 아침이여 오너의 유리처럼 맑은 미소가 세상을 환히 웃음 짓게 할,0,1,0.667,1
162,아침 일찍 일어나 조깅 저녁 여섯시 후론 금식 이제부터 달라질래 새로운 모습을 보여줄래 처음으로 길러본 손톱 외출할 땐 굽 높은 하이힐 그댈 위해 변할 동생 아닌 예쁜 사람으로 동생 아닌 예쁜 연인으로 맞습니다 어린애처럼 대하는 그대가 미워 오래된 사이라 해도 어릴 적 모습 지울 수 없나요 나도 여자랍니다 그대 곁에 있을 때면 부드럽고 약해지는 마음 누구를 사랑한다면 그렇잖아 꼭 갖고 싶어 그대의 마음눈을 크게 뜨고 봐요 멀리서 찾지 말아 줘 그대 사랑은 전화할 땐 자기야 애칭 토라질 땐 눈 웃음 애교 좋을 새로울 그대 연인이 된다면 어린애처럼 대하는 그대가 미워 오래된 사이라 해도 어릴 적 모습 지울 수 없나요 나도 여자랍니다 곁에 있을 때면 부드럽고 약해지는 마음 누구를 사랑한다면 그렇잖아 꼭 갖고 싶어 그대의 마음눈을 크게 뜨고 봐요 멀리서 찾지 말아 줘 사랑은 힘이 때면 기대고 싶은 한사람 내게는 뿐인걸 잘못해도 그댄 내편 돼줄 거죠 그댈 사랑합니다 높은 하늘만큼 오래 애태우지 말고 비워둔 대자리로 빨리 돌아와 말하고 싶어 오랫동안 숨겨왔던 비밀 하루에 하나씩 꺼내 매일 전할게 사랑해요,0,1,0.727,1
163,마시멜로 말랑말랑 말랑말랑해넌 특별해 완벽해 비교 분석해봐도 애들과는 다르지 달라 달라 소년 한심해 부족해 너에게서 떨어져 오바마 보기만 하는 바보지 이럴까 너만 생각하다 라랄라랄라라 날아올라 어떡해 뚜벅뚜벅 걸어와 불라 불라 얘기를 하지 우와 말을 해도 들리지가 않아 째깍째깍 시간이 멈추다 마시멜로 마시멜로 달콤해서 사랑 이란 까말랑 말랑말랑해 너무너무나 말랑해 소녀 여자 아기 소녀 박수 준비된 소녀 박수 젤리처럼 통통해 쿠키처럼 촉촉해 소년 소년 아기 소심해 고민해 떠올릴 때면 얼굴이 새빨게지는 아이인 이럴까 너만 상상하다 라랄라랄라라 날아올라 어떡해 두근두근 다가와 사귀자고 대시를 하지 어떡해 목소리만 듣고 싶어 가만가만 쉿마쉬멜로우 달콤해서 사랑 이란 까말랑 말랑말랑해 너무너무나 말랑해 여자 아기 박수 준비된 젤리처럼 통통해 쿠키처럼 촉촉해 꿈을 꿨나 눈을 뜨니까 거짓말처럼 사라져난 만날 잘 몰라 달콤해서 사랑 이란 까말랑 말랑말랑해 너무너무나 말랑해 여자 준비된 젤리처럼 통통해 쿠키처럼 촉촉해 보이 마르 슈 멜로우,0,1,0.5,1
164,하나는 하나의 셌나의 잠을 깨운 매일 반복되는 소리 오늘도 가슴 떨려오는 질주 운임 좋은 행운의 이요 매일 원해 오늘도 달릴 하이웨이 오랜 기다림은 안녕아 아우야 아우야 아우 아아 언제라도 좋아시원한 월에 노랫소리 상쾌한 바람과 귓가를 간지럽히는 바람은 좋은 행운의 이요 매일 원해 오늘도 달릴 하이웨이 오랜 기다림은 안녕아 아우야 아우 아파 운이 좋은 행운의 이요 원해 달릴 하이웨이 오랜 기다림은 안녕 행운을 빕니다 안녕하나 두 개는 두,0,1,0.5,1
165,툭하면 아침 빈속 커피 부지런하면 좋잖아웃으면서 대답은 해도 지키지 못할 약속 툭하면 건너뛰는 식사 뺄 살이 있니 이대로도 예쁘다 해도 못 믿겠다는 표정 넘어지지 마세요 있어도 당신의 말을 속삭입니다 고민하지 말고 점점 서로 걱정만 해내가 당신과 사랑에 빠질 덜렁대는 습관 주변 사람 많은 성격 순수해 순진 해이 험한 세상 살래 넘어지지 마세요 있어도 당신의 말을 속삭입니다 고민하지 말고 점점 서로 걱정만 해내가 너와 사랑에 빠졌을 너는 떨어지지 말 기대 자정에 당신의 사랑을 속삭이십시오 점점 생각만 해내가 팔에 당신을 사랑하고 사랑한다 고 말 하고 싶을 사랑에 대해 말하는 것을 원한다 고 말 합니다 사랑을 느낍니다 당신을 생각합니다 당신을 생각하지만 꿈속에서 걱정하고 팔에 알고 있고 대해 말하는 것을 원한다 고 해줘,0,1,0.5,1
166,말해야 하는데 앞에 서면 아무 말 못 하는 미워져 용기를 내야 후회하지 않게 조금씩 너에게 다가가날 고백해야 해내 오래된 친구인 좋아하게 됐나 봐아무렇지 않은 대해 마음은 늘 떨렸어 미소 짓는 보면 사이가 어색할까 두려워아무런 말 하지 못한 채 돌아서면 눈물만 흘렸어 말해야 하는데 앞에 서면 아무 말 못 하는 미워져 용기를 내야 후회하지 않게 조금씩 너에게 다가가날 고백해야 처음 만났던 기억할 순 없지만 친구로 생각했고 지금과는 달랐어 미소 짓는 보면 사이가 어색할까 두려워 하루 종일 망설이다 헤어지면 눈물만 흘렸어 말하고 싶은데 사랑한다고 아무 못 하는 미워 용기를 내야 후회하지 않게 조금씩 너에게 다가가날 고백할 고백할 사랑한다고 미워 고백할,0,1,0.5,1
167,아침에 눈을 뜨면 생각이 창밖을 바라보다네 생각이 멍하니 하루가 흘러가 너도 가끔씩은 떠 올릴까 생각이 어느새 주변의 모든 건 익숙한 향기로 너에게 물들어 화초에 꽃이 피어네 예쁜 볼 때마다 취향은 아니지만 좋아하는 노랫말 하루 종일 흥얼거려 사랑이 내게도 찾아왔나 어느새 주변의 모든 건 처음 보는 색으로 맘처럼 피어나푸르던 하늘에 무지갯빛이 나갈라 진 골목길도 모네의 그림 같아이렇게 변한 봐도 우습기만 어쩔 수 없나 하루 종일 바보처럼 멍하니 하루가 흘러가 아침에 눈을 뜨면 크나 양치를 하다가도 멍하니 하루가 흘러가 너도 가끔 떠올릴까네 화초에 꽃이 피어네 커피를 마시다가 이렇게 변한 봐도 우습기만 어쩔 수 없나 봐온 종일 바보처럼 나네 나오,0,1,0.5,1
168,하늘을 닮은 눈빛이 비춰 햇빛과 같습니다 바라보고 있는데도 아기를 그리워하고 집에 데려가고 싶어 보내기 싫은 오늘 너와 베이비 사랑 아기 아기 사랑 사랑 사랑이건 사랑을 사랑하십시오 너야 아기 모든 순간이 이것은 당신과 사랑에 빠질 때입니다 사랑해 시도 때도 없이 그냥 막 항상화를 내는 모습조차 너는 귀여워라고 말하면 화내겠지 체리처럼 탐스러운 입술이 유혹해는 당신을 집으로 데려갑니다 오늘 밤 너는 사랑을 훔쳤다 이건 사랑을 사랑하십시오 너야 모든 순간이 이것은 당신과 사랑에 빠지는 때입니다 힘이 돼준 사랑해 때론 나도 힘들어 위로받고 싶어져 아무 말 없이 뒤에서 안아주던 가장 좋아하고 잘 하는 나보다도 아껴줘서 그것은 마법처럼 일어났습니다 옆에서 계속 최고 같대서 원한 것이 됐어 빼면 재로 변하겠지 당신과 있을 최선을 다하고 있습니다 마음이 하얀색이라서 귀여워만 모든 것보다 똑똑합니다 이상형 감사하지 너와 하는 매일이 이건 사랑에 빠지면 사랑이건 사랑하십시오 너야 순간이 이것은 빠질 때입니다 사랑해 시도 때도 없이 그냥 막 항상 네게 빠지는 순간,0,1,0.471,0
169,오왜 표정이 안 하늘이 노랗게 변해 보고 웃어주면 세상은 파랗게 번져 어디서 적색경보 울려 꼼짝 말고 서서 눈치 살펴 그러다 민트빛 미소에 세상은 물들어가 눈이 마주친 순간 심장은 뛰고 눈 속 빛을 찾아가 잘 못 본 걸까 손이 닿는 순간 주변 모든 것이 물들어 하얗게 차갑게만 얼던 세상에 눈이 멀어가던 순간 인생을 화려하게 만들고 마법 같아요 훌륭하다고 생각합니다 너로 인해 맘은 화려한 까맣게 어둡기만 하던 세상에 눈을 감으려던 인생을 화려하게 만들고 스펙트럼 킥 드럼을 볼 수 있습니다 보다 쿵쿵대는 심장이 네게 미끄럼 타듯 가장 좋아하는 컬러 핑크가 되라 너란 색을 덮자 무지 티 위 무지개를 덮어 노을 진 바다 위색을 입혀 담은 풍경은 무엇보다 따스해 느끼고 온 바람을 마주해 눈이 마주친 심장은 뛰고 눈 속 빛을 찾아가 잘 못 본 걸까 손이 닿는 주변 모든 것이 물들어 하얗게 차갑게만 얼던 세상에 멀어가던 인생을 화려하게 만들고 마법 같아요 훌륭하다고 생각합니다 너로 인해 맘은 화려한 까맣게 어둡기만 하던 눈을 감으려던 만듭니다 잘 못 본 걸까 손을 잡은 세상 모든 것이 물들어 이렇게 초록 향기 짙은 두 손을 마주 잡은 손이 닿는 주변 물들어하얗게 차갑게만 얼던 멀어가던 만듭니다 너로 인해 맘은 화려한 까맣게 어둡기만 하던 눈을 감으려던 만들어 만듭니다,0,1,0.368,0
170,맘을 몰랐어 미안해난 미안해할 까봐 아님 우리가 변하게 될 까봐 두려운 맘을 어쩌지 못하고 맘 들킬까 부끄러운 아니야 혹시라도 거절할 까봐가 아니야 어쩌면 어쩌면 그냥 지켜주고픈 맘일지 몰라 크기로 무게로 맘을 저울질할 순 없잖아어쩌면 어쩌면 그냥 좋은 사이인지도 몰라 어리석었다 해도 좋아내 맘이 부족하다 해도 좋아어쩌면 먼저 말하길 바랐는지 몰라 모르겠다 말하지만 닮아버린 우릴 인연인 걸까 두려워 믿어숨겨왔었던 마음에 솔직해 크기로 무게로 저울질할 순 없잖아어쩌면 기다려온 사랑일지도 크기로 무게로 저울질할 순 없잖아어쩌면 그냥 좋은 사인지도 모르겠지만 할 수 없나 네게만 들키고 싶은 맘 사랑하는 사이인지도,0,1,0.333,0
171,당신을 사랑한다는 것을 알고 있습니다 사랑해 나도 친절한 입술 다정한 말투 언제나 감싸는 들나는 변화가 없다 그날처럼 변함이 없네 꿀 같던 한여름밤 생생히 기억해 우리는 힙합을 좋아했고 한쪽씩 투팍을 나눠 들었네 병처럼 혈액형을 믿어 거울을 보는 같아 거울이 필요하지 않습니다 너와 만난 건 짜인 각본처럼 싹 예술이었어 인정 달고 나처럼 달구나 덥지만 깍지 낀 손 수줍게 입에서 맛보다 얼음처럼 녹여 녹여서 씻겨줄게 당신을 사랑한다는 것을 알고 있습니다 사랑해 나도 친절한 입술 다정한 말투 언제나 감싸는 들여보세요 어디야 그냥 집에 날씨도 좋은데 한강은 준비 안됐어도 전부다 괜찮아알잖아 제일 좋아하는 조립 맨얼굴 반진 셔츠 선글라스 모든 커플 눈치 없는 한 쌍 나가신다 문제를 원하지 않습니다 한 손에 추로스 딴 손 아이스크림 이러니 살을 뺄 수 없지 투덜대지만 그것을 사랑한다는 것을 압니다 달고나처럼 달구나 덥지만 깍지 낀 손 수줍게 입에서 맛보다 얼음처럼 녹여 녹여서 씻겨줄게 당신을 알고 있습니다 사랑해 나도 친절한 입술 다정한 말투 언제나 감싸는 팔들 가자 가자 가자 생일 기념일 발렌타인 크리스마스 새해 복 많이 받으세요 여름 처음 같아 앞으로 계속 반복돼도 좋을 사진을 참조하십시오 이맘 즈음 맥주 한잔하며 찍은 이렇게 될 알았을까 사진 속 행복하게 웃고 보며 행복하게 웃고 달고 나처럼 달구나 덥지만 깍지 낀 수줍게 입에서 맛보다 얼음처럼 녹여 녹여서 씻겨줄게,0,1,0.615,1
172,생각해보면 항상 곁에 있었는데 촉이 많이 부족한 걸까 너에게 딱히 매력을 느끼진 못했어 솔직히 네게 아무 감정도 없었어 멀리 가지 말아 줘 두 볼에 입 맞출 수 있겠지 자세히 볼수록 볼수록 예뻐 시간이 갈수록 갈수록 갈수록 예뻐내 눈엔 누구보다 예뻐 여태까지 몰랐을까 알면 알수록 예뻐볼수록 볼수록 볼수록갈수록 날이 예뻐 알수록 알수록 세상 누구보다 늦지 않았을까 너에게 가고 매일 괜찮은 사람 찾고 있었는데 등잔 밑이 어둡다고 얘기들 하지 이렇게 예쁜 알아보지 못했던 멍청한 한 번만 용서해줘 멀리 가지 말아 줘 품에 안을 수 있겠지 자세히 시간이 예뻐내 눈엔 누구보다 여태까지 몰랐을까 알면 앞으론 나만 바라봐 알겠지 천사 마음도 정말로 정말로 자세히 시간이 예뻐내 눈엔 여태까지 몰랐을까 여태껏 알면 예뻐볼수록 볼수록갈수록 날이 세상 늦지 않았을까 너에게 가고,0,1,0.579,1
173,입술 끝에 맺혀있는 말 너만 보면 하고 싶은 말 소중해 아껴두려고 참고 참는 말 할 수 행복한 발음조차 달콤한 말이 제일 좋은 제일 멋지게 네게 해주고 싶은 사랑해 사랑해 사랑한다 한 번 두 번을 말해도 모자라서 아끼지 못해 숨기지 못해 솔직한 맘을 고백을 너만이 너만이 전부인 보고 안아도 벅찬 말할 때마다 설레서 쉬운 적 없던 사랑해 울다가도 웃게 하는 웃다가 울게 하는 말이 아주 먼 훗날 귓가에 하고 눈 감고 싶은 사랑한다 한 번 두 번을 말해도 모자라서 아끼지 못해 숨기지 솔직한 맘을 고백을 너만이 전부인 보고 안아도 벅찬 말할 때마다 설레서 쉬운 적 없던 다가온다 본다 가슴이 뛰어온다 매일 봐도 건 기적일까 계속된 꿈인 걸까 물어도 대답은 똑같은데 돌려 말하고 꾸며 볼래도 결국에 맘은 전부인 보고 안아도 눈물이 온 거니 믿을 수 없을 만큼,0,1,0.533,1
174,나에게 첫사랑이란 이제야 찾게 된 말해봐환하게 웃으며 와줄래 걱정 그래그래 당신을 사랑하기 아기 문을 열고 들어왔을 깜짝 놀랐어 눈을 의심했어 믿을 수 없다 대박 해프닝 꼬맹이가 너란 말도 안 되는 몰라보게 여자가 된 핑크 색깔 운동화는 아찔한 하이힐로 단발머리 교복 치만 생머리의 미니스커트 말해봐 애가 타는 맘 그래그래그래그래그래 말해줘 너만 보면 그래그래그래그래그래 나에게 첫사랑이란 이제야 찾게 된 아기 와줄래 지금부터 그래그래그래그래 그래알고 있니 소녀 베이비 사랑 심장은 두근 반 세근 반 오네 두 뺨은 달아오른 난로 이렇게 만날 꿈에도 몰랐던 기억해 말투 향기 그것 빼곤 무지 달라 오핑크 색깔 운동화는 아찔한 하이힐로 단발머리 교복 치만 생머리의 미니스커트 말해봐 애가 타는 맘 그래그래그래그래그래 말해줘 너만 보면 그래그래그래 나에게 첫사랑이란 이제야 찾게 아기 와줄래 지금부터 해바라기 반 어린아이가 어느새 향수 뿌릴 나이가 되어서는 미모에 물이 올라 예쁜 신민아도 저리 가라네 어디서 뭘 하고 나타난 아기작은 소녀가 숙녀가 됐어 언제나 변함없어 네게 약속할게 이제는 절대 당신을 놔두지 않을 것입니다 애가 타는 맘 말해줘 너만 보면 지금부터 그래그래그래그래,0,1,0.429,0
175,처음으로 사랑한다 말하던 살며시 농담처럼 흘리던 말 못 알아들은 걸까 딴청을 피우는 걸까 괜히 어색해진 보며 웃던 짓궂은 넌지시 맘을 열었던 친구의 얘기처럼 돌려 한 말 알면서 건지 놀리려는 건지 멋진 친굴 뒀노라며 샐쭉 토라진 사랑한다는 말 내겐 쉽지 않은 사랑해요 흔해서 하기 싫은 나도 모르게 늘 있을 땐 항상 입에서 맴도는 사랑한다는 내겐 눈으로 하고 싶은 사랑해 맘으로 하고 싶은 말나 아끼고 아껴서 너에게만 하고 싶은 시처럼 읊어볼까 편지로 적어볼까 그냥 얼굴 그려놓고 끝내 못하는 사랑한다는 내겐 쉽지 않은 사랑해요 흔해서 하기 싫은 나도 모르게 늘 있을 땐 항상 입에서 맴도는 눈으로 사랑해 맘으로 언제나 이렇게 너에게 귀 기울이면 말하지 않아도 들을 수 말이 꼭 너에게만 해보고,0,1,0.5,1
176,눈을 뜨면 오늘은 왠지 기분이 벽에 걸린 웃음처럼 지난밤에 꿈속엔 있던 같아 노래를 불러보네 응어리는 오늘따라 눈부시기만 목소리로 말을 걸어와 오늘 이면 우연히 만날 같아 기대하며 걸어가 당신과 사랑에 빠졌습니다 눈을 뜨면 오늘은 왠지 기분이 지난밤에 늦은 전화처럼 잠에 취한 목소린 귓가에 남아있어 기다리게 응머린 오늘따라 마음에 안 들기만 뭘 좋아할까 괜히 고민도 하고 오늘 이면 시간이 더디기만 전화를 해볼까 당신과 사랑에 빠졌습니다 어디쯤 오는 걸까 사랑에 빠지지 않는다 웃을 느끼는지 모르겠다 아침부터 오늘은 왠지 느낌이 곁에 웃음처럼 따뜻한 목소린 말을 걸어와 설레는 시간들 응어리는 오늘따라 눈부시기만 누구나 다들 우릴 보는 같아 오늘 이면 시간이 빠르기만 너와 둘이 걸어가 당신과 빠졌습니다 저에게 미소를 지을 느끼는지 모릅니다 돌아올 때마다 나에게 미소를 지을 때마다 돌아올 때마다 나에게 미소를 지을 돌아올 사랑한다 고 말 수 있습니까,0,1,0.562,1
